Time                        , raw_gyro_x_, raw_gyro_y_, raw_gyro_z_
[Jumat_03-10-2025_22-49-07], -0.00170532, 0.0103084, -8.06837e-09
[Jumat_03-10-2025_22-49-07], -1.17317e-05, 0.0110816, -8.00612e-07
[Jumat_03-10-2025_22-49-08], -0.000631105, 0.0116365, -8.45184e-21
[Jumat_03-10-2025_22-49-08], -0.000448988, 0.0107709, -6.32268e-12
[Jumat_03-10-2025_22-49-09], -0.0013942, 0.0111119, -3.58186e-07
[Jumat_03-10-2025_22-49-09], -0.000612994, 0.0108472, -2.7456e-05
[Jumat_03-10-2025_22-49-10], -0.00349837, 0.0118816, -0.000612994
[Jumat_03-10-2025_22-49-10], -0.00171092, 0.0111185, -6.27393e-10
[Jumat_03-10-2025_22-49-11], -0.000311464, 0.0110723, -0.000588474
[Jumat_03-10-2025_22-49-11], -0.000134555, 0.0124696, -1.09237e-05
[Jumat_03-10-2025_22-49-12], -0.000259755, 0.00965622, -0.00272442
[Jumat_03-10-2025_22-49-12], -0.00284837, 0.00999123, -0.000612994
[Jumat_03-10-2025_22-49-13], -0.00663301, 0.0031675, 0.00353788
[Jumat_03-10-2025_22-49-13], -0.00461454, 0.00662188, -0.000232558
[Jumat_03-10-2025_22-49-14], -0.00427341, 0.0184405, -0.000129789
[Jumat_03-10-2025_22-49-15], -0.00282493, 0.0215356, -0.000164138
[Jumat_03-10-2025_22-49-15], -0.00106972, 0.000875888, -0.00012888
[Jumat_03-10-2025_22-49-16], -0.00542213, 0.0141227, -0.000948658
[Jumat_03-10-2025_22-49-16], -0.00102812, 0.00727825, -0.000125761
[Jumat_03-10-2025_22-49-17], -0.000997987, 0.0137809, -1.16961e-08
[Jumat_03-10-2025_22-49-17], -1.1729e-06, 0.0108196, -3.23437e-05
[Jumat_03-10-2025_22-49-18], -0.000980815, 0.0118326, -1.33435e-06
[Jumat_03-10-2025_22-49-18], -0.00272444, 0.0114619, -6.42136e-16
[Jumat_03-10-2025_22-49-19], -0.000173392, 0.0107474, -2.89318e-07
[Jumat_03-10-2025_22-49-19], -0.000158888, 0.0115727, -1.10645e-05
[Jumat_03-10-2025_22-49-20], -1.1301e-06, 0.0112442, -2.93319e-09
[Jumat_03-10-2025_22-49-20], -0.00100882, 0.0115167, -1.88427e-07
[Jumat_03-10-2025_22-49-21], -0.000387354, 0.0113079, -2.25862e-10
[Jumat_03-10-2025_22-49-21], -0.00526399, 0.00597181, -0.000118842
[Jumat_03-10-2025_22-49-22], -0.00768015, -0.000170244, -0.00800733
[Jumat_03-10-2025_22-49-22], 0.00108994, 0.00352017, 0.00234986
[Jumat_03-10-2025_22-49-23], -0.00582678, 0.0258923, -0.000512631
[Jumat_03-10-2025_22-49-23], 0.121684, 0.000588142, 0.102769
[Jumat_03-10-2025_22-49-24], -0.519799, 0.011984, 0.423376
[Jumat_03-10-2025_22-49-24], 0.173299, 0.270226, -0.655104
