Time                        , raw_gyro_x_, raw_gyro_y_, raw_gyro_z_
[Jumat_17-10-2025_00-25-50], -0.00754825, 0.0105433, -0.00877154
[Jumat_17-10-2025_00-25-50], -0.00975126, -0.0373631, -0.00650761
[Jumat_17-10-2025_00-25-51], 0.0161189, 0.0237133, 0.00269031
[Jumat_17-10-2025_00-25-51], 0.00696107, 0.024309, 0.00363784
[Jumat_17-10-2025_00-25-52], 0.0120834, -0.0190001, -0.0296306
[Jumat_17-10-2025_00-26-10], 0.00277635, 0.00311016, -0.0136204
[Jumat_17-10-2025_00-26-11], 0.0030429, 0.0502278, -0.00726027
[Jumat_17-10-2025_00-26-12], -0.00102846, 0.00017232, -0.000983265
[Jumat_17-10-2025_00-26-12], -1.06842e-05, -0.00369802, -1.02613e-08
[Jumat_17-10-2025_00-26-13], -1.03374e-05, 0.014485, -5.62075e-06
[Jumat_17-10-2025_00-26-13], -0.00349616, 0.0174574, -0.000588474
[Jumat_17-10-2025_00-26-14], -2.11856e-07, 0.00355675, -0.00258319
[Jumat_17-10-2025_00-26-14], -1.38056e-07, 0.00922395, -1.10723e-14
