Time                        , Roll, Pitch, Yaw
[Jumat_17-10-2025_00-24-22], -2.10112, 8.96672, -44.9807
[Jumat_17-10-2025_00-24-23], -2.02629, 13.6741, -44.9821
[Jumat_17-10-2025_00-24-23], -1.60677, 13.1358, -44.9887
[Jumat_17-10-2025_00-24-24], -1.63285, 13.2692, -44.9884
[Jumat_17-10-2025_00-24-24], -0.839667, 15.958, -44.9969
[Jumat_17-10-2025_00-24-25], -2.67835, 13.2827, -44.9687
[Jumat_17-10-2025_00-24-25], -1.54277, 13.4623, -44.9896
[Jumat_17-10-2025_00-24-26], -1.58165, 13.5467, -44.9891
