Time                        , Roll, Pitch, Yaw
[Jumat_17-10-2025_00-24-55], -2.08063, 8.83862, -44.9811
[Jumat_17-10-2025_00-24-56], -1.87508, 14.5908, -44.9846
[Jumat_17-10-2025_00-24-56], -17.602, 13.4854, -43.626
[Jumat_17-10-2025_00-24-57], 2.96809, 2.43855, -44.9615
[Jumat_17-10-2025_00-24-57], 5.23549, 14.0747, -44.8802
[Jumat_17-10-2025_00-24-58], -11.5956, 10.9587, -44.4091
[Jumat_17-10-2025_00-24-58], -2.333, 14.7991, -44.9762
[Jumat_17-10-2025_00-24-59], 3.41801, 16.5862, -44.9489
[Jumat_17-10-2025_00-24-59], 0.485401, 7.67999, -44.999
[Jumat_17-10-2025_00-25-00], 3.33401, 12.2311, -44.9514
[Jumat_17-10-2025_00-25-00], -10.876, 9.46557, -44.4806
[Jumat_17-10-2025_00-25-01], -3.19513, 12.4625, -44.9554
[Jumat_17-10-2025_00-25-01], 5.70666, 11.2727, -44.8576
[Jumat_17-10-2025_00-25-02], -1.06532, 11.1477, -44.995
[Jumat_17-10-2025_00-25-02], 3.78634, 12.1614, -44.9374
[Jumat_17-10-2025_00-25-03], -10.6866, 10.1266, -44.4986
[Jumat_17-10-2025_00-25-03], -1.94943, 14.9889, -44.9834
[Jumat_17-10-2025_00-25-04], 7.81582, 14.7049, -44.7324
[Jumat_17-10-2025_00-25-04], -5.88969, 10.4308, -44.8483
[Jumat_17-10-2025_00-25-05], 8.75044, 14.5882, -44.6644
[Jumat_17-10-2025_00-25-05], -2.44688, 20.2467, -44.9738
[Jumat_17-10-2025_00-25-06], -6.29059, 25.4616, -44.8266
[Jumat_17-10-2025_00-25-17], -1.66718, 8.12366, -44.9879
[Jumat_17-10-2025_00-25-18], -1.50701, 7.92906, -44.9901
[Jumat_17-10-2025_00-25-18], -1.79271, 13.6705, -44.986
[Jumat_17-10-2025_00-25-19], 13.026, 6.85642, -44.2531
[Jumat_17-10-2025_00-25-19], -3.24001, 10.686, -44.9542
[Jumat_17-10-2025_00-25-20], 7.87166, 20.8052, -44.7284
[Jumat_17-10-2025_00-25-20], 5.06566, 4.43616, -44.8879
[Jumat_17-10-2025_00-25-21], 3.51818, 25.4248, -44.9458
[Jumat_17-10-2025_00-25-21], -11.2579, 4.51565, -44.4434
[Jumat_17-10-2025_00-25-22], -2.22847, 12.2116, -44.9783
[Jumat_17-10-2025_00-25-22], -8.27719, 29.5253, -44.699
[Jumat_17-10-2025_00-25-23], 6.68657, 1.74043, -44.8045
[Jumat_17-10-2025_00-25-23], 1.86096, 24.5908, -44.9849
[Jumat_17-10-2025_00-25-24], -14.843, 8.18519, -44.0277
[Jumat_17-10-2025_00-25-24], -3.52576, 11.7104, -44.9457
[Jumat_17-10-2025_00-25-25], 0.940113, 20.3005, -44.9961
[Jumat_17-10-2025_00-25-25], 6.06462, -1.02435, -44.8392
[Jumat_17-10-2025_00-25-26], 3.05179, 24.1911, -44.9593
