Time                        , Roll, Pitch, Yaw
[Jumat_17-10-2025_00-17-26], -1.23359, 9.23049, -44.9934
[Jumat_17-10-2025_00-17-27], -1.29811, 14.3949, -44.9926
[Jumat_17-10-2025_00-17-27], 15.7093, 16.7232, -43.9087
[Jumat_17-10-2025_00-17-28], -12.3492, 5.45204, -44.3294
[Jumat_17-10-2025_00-17-28], -7.6325, 23.7223, -44.7446
[Jumat_17-10-2025_00-17-29], 6.77219, 8.83877, -44.7994
[Jumat_17-10-2025_00-17-29], 3.51961, 16.6543, -44.9459
[Jumat_17-10-2025_00-17-30], 2.6452, 17.2985, -44.9694
[Jumat_17-10-2025_00-17-30], -7.49287, 9.88734, -44.7543
[Jumat_17-10-2025_00-17-31], -10.1275, 22.2858, -44.5494
[Jumat_17-10-2025_00-17-31], 8.87503, 7.50479, -44.6549
[Jumat_17-10-2025_00-17-32], -0.0280768, 22.3541, -45
[Jumat_17-10-2025_00-17-32], -0.70684, 13.3017, -44.9978
[Jumat_17-10-2025_00-17-33], -10.6557, 6.2518, -44.5016
[Jumat_17-10-2025_00-17-33], -6.39637, 20.9453, -44.8208
[Jumat_17-10-2025_00-17-34], 9.35954, 8.42157, -44.616
[Jumat_17-10-2025_00-17-34], 1.60209, 16.656, -44.9888
[Jumat_17-10-2025_00-17-35], -2.10176, 19.7499, -44.9807
[Jumat_17-10-2025_00-17-35], -4.29587, 16.197, -44.9193
[Jumat_17-10-2025_00-17-36], -10.1095, 10.9625, -44.5516
[Jumat_17-10-2025_00-17-36], 8.17992, 2.90817, -44.707
[Jumat_17-10-2025_00-17-37], 6.24495, 8.50947, -44.8295
[Jumat_17-10-2025_00-17-37], -10.1, -4.87059, -44.5526
[Jumat_17-10-2025_00-17-38], -10.1015, 7.04212, -44.5524
[Jumat_17-10-2025_00-17-38], -7.83513, 29.9511, -44.7304
[Jumat_17-10-2025_00-17-39], 2.14062, -8.4545, -44.98
[Jumat_17-10-2025_00-17-39], 1.95307, 6.96464, -44.9834
[Jumat_17-10-2025_00-17-40], -11.0013, 2.48353, -44.4687
[Jumat_17-10-2025_00-17-40], -6.61834, 17.1665, -44.8083
[Jumat_17-10-2025_00-17-41], -11.1521, 21.6307, -44.453
[Jumat_17-10-2025_00-17-41], 9.07096, 10.7361, -44.6393
[Jumat_17-10-2025_00-17-42], 9.37465, 18.6818, -44.6144
[Jumat_17-10-2025_00-17-42], 3.95783, 14.9587, -44.9315
[Jumat_17-10-2025_00-17-43], -7.85283, 15.0471, -44.7299
[Jumat_17-10-2025_00-17-43], -0.817662, 13.9341, -44.9971
[Jumat_17-10-2025_00-17-44], -2.43009, 15.8798, -44.9742
[Jumat_17-10-2025_00-17-44], -1.5764, 15.5322, -44.9891
[Jumat_17-10-2025_00-17-45], -2.35847, 15.8648, -44.9757
[Jumat_17-10-2025_00-17-45], -2.13862, 15.5073, -44.98
[Jumat_17-10-2025_00-17-46], -1.77368, 16.7337, -44.9863
[Jumat_17-10-2025_00-17-46], -2.44947, 14.6488, -44.9738
[Jumat_17-10-2025_00-18-57], -2.55601, 8.92267, -44.9715
