Time                        , Roll, Pitch, Yaw
[Kamis_16-10-2025_02-42-35], 0.0261799, -0.0993092, 0.00645772
[Kamis_16-10-2025_02-42-35], 0.0284489, -0.11013, 0.0010472
[Kamis_16-10-2025_02-42-36], 0.0490438, -0.0752237, 6.16101
[Kamis_16-10-2025_02-42-36], 0.0305433, -0.0883137, 6.23414
[Kamis_16-10-2025_02-42-37], 0.0207694, -0.0839503, 0.0195477
[Kamis_16-10-2025_02-42-38], 0.00872665, -0.113446, 0.171217
[Kamis_16-10-2025_02-42-38], 0.00767945, -0.0829031, 6.22646
[Kamis_16-10-2025_02-42-39], 0.0523599, -0.0818559, 6.13815
[Kamis_16-10-2025_02-42-39], 0.0349066, -0.0808087, 6.26242
[Kamis_16-10-2025_02-42-40], 0.00767945, -0.154985, 0.0708604
[Kamis_16-10-2025_02-42-40], -0.0218166, -0.182212, 0.055676
[Kamis_16-10-2025_02-42-41], 0.0284489, -0.194255, 0.0010472
[Kamis_16-10-2025_02-42-41], 0.0315905, -0.19635, 6.22315
[Kamis_16-10-2025_02-42-42], 0.0577704, -0.177849, 0.0839503
[Kamis_16-10-2025_02-42-42], 0.00331613, -0.156032, 0.17017
[Kamis_16-10-2025_02-42-47], 0.0741765, -0.158127, 0.0479966
[Kamis_16-10-2025_02-42-48], 0.10472, 0.0446804, 0.0589921
[Kamis_16-10-2025_02-42-49], -0.0371755, 0.0644026, 0.282569
[Kamis_16-10-2025_02-42-49], 0.00541052, 0.00436332, 0.185529
[Kamis_16-10-2025_02-42-50], 0.0359538, 0, 0.0479966
[Kamis_16-10-2025_02-42-50], 0.0883137, -0.0207694, 6.23187
[Kamis_16-10-2025_02-42-51], 0.0698132, -0.0479966, 0.0338594
[Kamis_16-10-2025_02-42-51], 0.0436332, -0.0589921, 0.187623
[Kamis_16-10-2025_02-42-52], 0.0120428, -0.0359538, 0.265115
[Kamis_16-10-2025_02-42-52], 0.0546288, -0.00645772, 0.109083
[Kamis_16-10-2025_02-42-53], 0.0774926, -0.0174533, 0.111352
[Kamis_16-10-2025_02-42-53], 0.0774926, -0.0577704, 0.0654498
[Kamis_16-10-2025_02-42-54], 0.0328122, -0.116763, 6.05961
[Kamis_16-10-2025_02-42-54], 0.0490438, -0.0708604, 0.0577704
[Kamis_16-10-2025_02-42-55], 0.0359538, -0.0228638, 0.202982
[Kamis_16-10-2025_02-42-55], 0.0851721, -0.0294961, 0.106989
[Kamis_16-10-2025_02-42-56], 0.0677188, -0.0294961, 0.212756
[Kamis_16-10-2025_02-42-57], 0.0534071, 0.0109956, 0.28571
[Kamis_16-10-2025_02-42-57], 0.00645772, 0.0185005, 0.464607
[Kamis_16-10-2025_02-42-58], 0.00977384, 0.0513127, 0.422195
[Kamis_16-10-2025_02-42-58], 0.0708604, 0.0534071, 0.207345
[Kamis_16-10-2025_02-42-59], 0.0959931, -0.00872665, 0.11781
[Kamis_16-10-2025_02-42-59], 0.0469494, -0.0218166, 0.176802
[Kamis_16-10-2025_02-43-00], 0.0490438, -0.0218166, 0.172439
[Kamis_16-10-2025_02-43-00], 0.00645772, -0.0371755, 0.218166
[Kamis_16-10-2025_02-43-01], 0.0577704, -0.0403171, 0.0764454
[Kamis_16-10-2025_02-43-01], 0.0895354, -0.0349066, 6.25369
[Kamis_16-10-2025_02-43-02], 0.0621337, -0.0261799, 0.109083
[Kamis_16-10-2025_02-43-02], 0.079587, -0.0174533, 0.171217
