Time                        , Roll, Pitch, Yaw
[Jumat_17-10-2025_00-18-58], 0.0294961, -0.0382227, 5.54142
[Jumat_17-10-2025_00-18-58], 0.0284489, -0.114494, 5.54474
[Jumat_17-10-2025_00-18-59], 0.0284489, -0.116763, 5.54578
[Jumat_17-10-2025_00-18-59], 0.0284489, -0.116763, 5.54578
[Jumat_17-10-2025_00-19-00], 0.0284489, -0.116763, 5.54578
[Jumat_17-10-2025_00-19-00], 0.0294961, -0.116763, 5.54578
[Jumat_17-10-2025_00-19-01], 0.0272271, -0.138579, 5.54474
[Jumat_17-10-2025_00-19-01], 0.0272271, -0.139626, 5.54474
[Jumat_17-10-2025_00-19-02], 0.0272271, -0.141895, 5.54474
[Jumat_17-10-2025_00-19-02], 0.0315905, -0.12322, 5.54247
[Jumat_17-10-2025_00-19-03], 0.023911, -0.121126, 5.54142
[Jumat_17-10-2025_00-19-03], 0.0349066, -0.0851721, 5.54247
[Jumat_17-10-2025_00-19-04], 0.0328122, -0.0851721, 5.54037
[Jumat_17-10-2025_00-19-04], 0.0403171, -0.0621337, 5.54142
[Jumat_17-10-2025_00-19-05], 0.0359538, -0.0567232, 5.54037
[Jumat_17-10-2025_00-19-06], 0.0349066, -0.0644026, 5.54037
[Jumat_17-10-2025_00-19-06], 0.0349066, -0.0567232, 5.54037
[Jumat_17-10-2025_00-19-07], 0.0315905, -0.0567232, 5.54142
[Jumat_17-10-2025_00-19-07], 0.0349066, -0.0479966, 5.54142
[Jumat_17-10-2025_00-19-08], 0.0371755, -0.0349066, 5.54037
[Jumat_17-10-2025_00-19-08], 0.0371755, -0.0371755, 5.54037
[Jumat_17-10-2025_00-19-09], 0.0371755, -0.0382227, 5.54037
[Jumat_17-10-2025_00-19-09], 0.0371755, -0.0403171, 5.54037
[Jumat_17-10-2025_00-19-10], 0.0371755, -0.0392699, 5.54037
[Jumat_17-10-2025_00-19-10], 0.0371755, -0.0392699, 5.54037
[Jumat_17-10-2025_00-19-11], 0.0371755, -0.0392699, 5.54037
