Time                        , Roll, Pitch, Yaw
[Jumat_17-10-2025_00-16-44], 0.0338594, -0.0284489, 0.00331613
[Jumat_17-10-2025_00-16-44], 0.0315905, -0.113446, 0.00872665
[Jumat_17-10-2025_00-16-45], 0.113446, -0.11013, 0.0010472
[Jumat_17-10-2025_00-16-45], 0.0294961, -0.0862193, 0.0502655
[Jumat_17-10-2025_00-16-46], 0.0862193, -0.13631, 6.27236
[Jumat_17-10-2025_00-16-46], 0.0010472, -0.079587, 0.0141372
[Jumat_17-10-2025_00-16-47], -0.00436332, -0.122173, 0.0731293
[Jumat_17-10-2025_00-16-47], -0.0120428, -0.179943, 6.22751
[Jumat_17-10-2025_00-16-48], 0.0294961, -0.0534071, 6.21564
[Jumat_17-10-2025_00-16-48], 0.092677, -0.120079, 6.0891
[Jumat_17-10-2025_00-16-49], 0.0338594, -0.100356, 6.12715
[Jumat_17-10-2025_00-16-49], 0.00977384, -0.100356, 6.23187
[Jumat_17-10-2025_00-16-50], 0.0741765, -0.145037, 6.24182
[Jumat_17-10-2025_00-16-50], 0.0589921, -0.133169, 0.103673
[Jumat_17-10-2025_00-16-51], 0.103673, -0.1309, 0.0328122
[Jumat_17-10-2025_00-16-51], 0.0621337, -0.0949459, 0.0872665
[Jumat_17-10-2025_00-16-52], 0.0305433, -0.112399, 0.163712
[Jumat_17-10-2025_00-16-52], -0.00541052, -0.179943, 0.187623
[Jumat_17-10-2025_00-16-53], 0.10472, -0.0644026, 0.11781
[Jumat_17-10-2025_00-16-54], 0.0633555, -0.0392699, 0.066497
[Jumat_17-10-2025_00-16-54], 0.0741765, -0.138579, 0.068766
[Jumat_17-10-2025_00-16-55], 0.0261799, -0.0774926, 0.120079
[Jumat_17-10-2025_00-16-55], -0.0218166, -0.12322, 0.226893
[Jumat_17-10-2025_00-16-56], 0.0272271, -0.137532, 0.0959931
[Jumat_17-10-2025_00-16-56], 0.0731293, -0.11781, 0.0698132
[Jumat_17-10-2025_00-16-57], 0.0851721, -0.0959931, 6.23083
[Jumat_17-10-2025_00-16-57], 0.0284489, -0.0109956, 0.0829031
[Jumat_17-10-2025_00-16-58], 0.0446804, 0.189892, 0.272795
[Jumat_17-10-2025_00-16-58], 0.0752237, 0.31189, 0.102625
[Jumat_17-10-2025_00-16-59], -0.588001, 1.12469, 0.207345
[Jumat_17-10-2025_00-16-59], -0.499513, 0.308749, 0.862891
[Jumat_17-10-2025_00-17-00], -0.243299, -0.220435, 1.03515
[Jumat_17-10-2025_00-17-00], -0.0315905, -0.354476, 6.04757
[Jumat_17-10-2025_00-17-01], -0.0959931, -0.171217, 5.96798
[Jumat_17-10-2025_00-17-01], -0.01309, -0.17558, 5.30248
[Jumat_17-10-2025_00-17-02], -0.00872665, -0.260752, 5.22517
[Jumat_17-10-2025_00-17-02], -0.00436332, -0.205076, 5.5381
[Jumat_17-10-2025_00-17-03], -0.00436332, -0.185529, 5.51088
[Jumat_17-10-2025_00-17-03], -0.0567232, -0.177849, 5.69204
[Jumat_17-10-2025_00-17-04], -0.0371755, -0.140674, 5.61228
[Jumat_17-10-2025_00-17-04], 0.0315905, -0.173486, 5.64841
[Jumat_17-10-2025_00-17-05], -0.0141372, -0.092677, 5.6615
[Jumat_17-10-2025_00-17-05], -0.0261799, -0.243299, 5.66586
[Jumat_17-10-2025_00-17-06], -0.0392699, -0.129853, 5.35048
[Jumat_17-10-2025_00-17-06], -0.142942, -0.125489, 5.64614
[Jumat_17-10-2025_00-17-07], -0.0774926, -0.139626, 6.11633
[Jumat_17-10-2025_00-17-07], 0.0382227, -0.211708, 6.24287
[Jumat_17-10-2025_00-17-08], 0.0284489, -0.220435, 6.06729
[Jumat_17-10-2025_00-17-08], -0.0120428, -0.181165, 6.2036
[Jumat_17-10-2025_00-17-09], -0.0610865, -0.194255, 5.89276
[Jumat_17-10-2025_00-17-09], -0.00767945, -0.150622, 5.96571
[Jumat_17-10-2025_00-17-10], -0.0720821, -0.11781, 5.7814
[Jumat_17-10-2025_00-17-10], -0.0251327, -0.29339, 5.3723
[Jumat_17-10-2025_00-17-11], -0.00541052, -0.21485, 5.43338
[Jumat_17-10-2025_00-17-11], -0.042586, -0.213803, 5.60041
[Jumat_17-10-2025_00-17-12], -0.0272271, -0.185529, 5.50651
[Jumat_17-10-2025_00-17-12], -0.0195477, -0.171217, 5.56551
[Jumat_17-10-2025_00-17-13], -0.213803, -0.17017, 5.6135
[Jumat_17-10-2025_00-17-14], -0.145037, -0.230209, 5.89153
[Jumat_17-10-2025_00-17-14], 0.00872665, -0.223577, 5.79345
