Time                        , Roll, Pitch, Yaw
[Jumat_17-10-2025_00-08-47], 0.0284489, -0.0371755, 0.0010472
[Jumat_17-10-2025_00-08-47], 0.0272271, -0.11781, 0.00645772
[Jumat_17-10-2025_00-08-48], 0.103673, -0.122173, 0.0338594
[Jumat_17-10-2025_00-08-48], 0.0251327, -0.10472, 0.0546288
[Jumat_17-10-2025_00-08-49], 0.0839503, -0.134216, 6.23187
[Jumat_17-10-2025_00-08-49], 0, -0.0600393, 6.27882
[Jumat_17-10-2025_00-08-50], 0, -0.118857, 0.0534071
[Jumat_17-10-2025_00-08-50], -0.0141372, -0.165806, 6.23955
[Jumat_17-10-2025_00-08-51], 0.0654498, -0.0546288, 6.19819
[Jumat_17-10-2025_00-08-51], 0.106989, -0.138579, 6.07043
[Jumat_17-10-2025_00-08-52], 0.0708604, -0.118857, 6.13815
[Jumat_17-10-2025_00-08-52], 0.0654498, -0.111352, 6.24496
[Jumat_17-10-2025_00-08-53], 0.0284489, -0.161443, 0.0698132
[Jumat_17-10-2025_00-08-53], 0.0916298, -0.116763, 0.137532
[Jumat_17-10-2025_00-08-54], 0.0774926, -0.100356, 0.098262
[Jumat_17-10-2025_00-08-55], 0.0949459, -0.137532, 0.116763
[Jumat_17-10-2025_00-08-55], 0.0677188, -0.11013, 0.129853
[Jumat_17-10-2025_00-08-56], 0.042586, -0.140674, 0.26721
[Jumat_17-10-2025_00-08-56], 0.0993092, -0.0567232, 0.141895
[Jumat_17-10-2025_00-08-57], 0.092677, -0.0392699, 0.176802
[Jumat_17-10-2025_00-08-57], 0.0677188, -0.163712, 0.106989
[Jumat_17-10-2025_00-08-58], 0.00977384, -0.0446804, 0.120079
[Jumat_17-10-2025_00-08-58], -0.0403171, -0.11781, 0.178896
[Jumat_17-10-2025_00-08-59], 0.0600393, -0.135263, 0.0818559
[Jumat_17-10-2025_00-08-59], 0.0490438, -0.0546288, 0.10472
[Jumat_17-10-2025_00-09-00], 0.101404, -0.152716, 6.2701
[Jumat_17-10-2025_00-09-00], 0.0272271, -0.105767, 0.103673
[Jumat_17-10-2025_00-09-01], 0.0284489, -0.0459022, 0.202982
[Jumat_17-10-2025_00-09-01], 0.00767945, -0.200713, 0.129853
[Jumat_17-10-2025_00-09-02], 0.0600393, -0.0589921, 0.120079
[Jumat_17-10-2025_00-09-02], 0.0916298, -0.12322, 0.0174533
[Jumat_17-10-2025_00-09-03], 0.0546288, -0.0949459, 0.147306
[Jumat_17-10-2025_00-09-03], 0.0010472, -0.0677188, 0.238936
[Jumat_17-10-2025_00-09-04], -0.00436332, -0.248709, 0.195302
[Jumat_17-10-2025_00-09-04], 0.0469494, -0.200713, 0.191986
[Jumat_17-10-2025_00-09-05], 0.0338594, -0.147306, 0.19635
[Jumat_17-10-2025_00-09-05], 0.0349066, -0.151669, 0.198618
[Jumat_17-10-2025_00-09-06], 0.0371755, -0.154985, 0.198618
[Jumat_17-10-2025_00-09-06], 0.0371755, -0.153764, 0.199666
[Jumat_17-10-2025_00-09-07], 0.0371755, -0.154985, 0.199666
[Jumat_17-10-2025_00-09-07], 0.0371755, -0.154985, 0.199666
[Jumat_17-10-2025_00-09-08], 0.0349066, -0.153764, 0.199666
[Jumat_17-10-2025_00-09-08], 0.0382227, -0.152716, 0.199666
[Jumat_17-10-2025_00-09-09], 0.0382227, -0.153764, 0.199666
[Jumat_17-10-2025_00-09-09], 0.0349066, -0.142942, 0.199666
[Jumat_17-10-2025_00-09-10], 0.0392699, -0.154985, 0.200713
[Jumat_17-10-2025_00-09-10], 0.042586, -0.148353, 0.200713
[Jumat_17-10-2025_00-09-11], 0.042586, -0.134216, 0.199666
[Jumat_17-10-2025_00-09-11], 0.042586, -0.108036, 0.199666
[Jumat_17-10-2025_00-09-12], 0.042586, -0.0774926, 0.197397
[Jumat_17-10-2025_00-09-12], 0.0436332, -0.0621337, 0.197397
[Jumat_17-10-2025_00-09-13], 0.0436332, -0.0577704, 0.198618
[Jumat_17-10-2025_00-09-13], 0.0446804, -0.0589921, 0.198618
[Jumat_17-10-2025_00-09-14], 0.0446804, -0.0589921, 0.198618
[Jumat_17-10-2025_00-09-14], 0.0446804, -0.0589921, 0.198618
[Jumat_17-10-2025_00-09-15], 0.0446804, -0.0589921, 0.198618
[Jumat_17-10-2025_00-09-15], 0.0446804, -0.0589921, 0.198618
[Jumat_17-10-2025_00-09-16], 0.0446804, -0.0589921, 0.198618
[Jumat_17-10-2025_00-09-17], 0.0446804, -0.0589921, 0.198618
[Jumat_17-10-2025_00-09-17], 0.0446804, -0.0577704, 0.198618
