Time                        , Roll, Pitch, Yaw
[Jumat_17-10-2025_00-25-26], 0.0261799, -0.121126, 6.16538
[Jumat_17-10-2025_00-25-27], -0.0328122, -0.0970403, 6.2221
[Jumat_17-10-2025_00-25-27], -0.0546288, -0.18867, 6.18719
[Jumat_17-10-2025_00-25-28], 0, -0.0382227, 6.12715
[Jumat_17-10-2025_00-25-28], 0.0851721, -0.135263, 6.1207
[Jumat_17-10-2025_00-25-29], 0.0392699, -0.150622, 0.0654498
[Jumat_17-10-2025_00-25-29], -0.00645772, -0.0600393, 0.200713
[Jumat_17-10-2025_00-25-30], -0.0328122, -0.166853, 0.349066
[Jumat_17-10-2025_00-25-30], 0.00645772, -0.0720821, 0.378562
[Jumat_17-10-2025_00-25-31], 0.00977384, -0.0207694, 0.441743
[Jumat_17-10-2025_00-25-31], 0.0752237, -0.120079, 0.473333
[Jumat_17-10-2025_00-25-32], 0.0752237, -0.0970403, 0.658862
[Jumat_17-10-2025_00-25-32], -0.0338594, -0.10472, 0.668636
[Jumat_17-10-2025_00-25-33], -0.0185005, -0.113446, 0.566185
[Jumat_17-10-2025_00-25-33], 0.0359538, -0.12322, 0.406836
[Jumat_17-10-2025_00-25-34], 0.0251327, -0.12322, 0.259705
[Jumat_17-10-2025_00-25-34], 0.00436332, -0.113446, 0.173486
[Jumat_17-10-2025_00-25-35], 0.0305433, -0.115715, 0.153764
[Jumat_17-10-2025_00-25-35], 1.11055, -0.0546288, 0.219213
[Jumat_17-10-2025_00-25-36], 0.498466, -0.0677188, 6.19819
[Jumat_17-10-2025_00-25-36], 0.0349066, -0.0490438, 0.0284489
[Jumat_17-10-2025_00-25-37], 0.0164061, -0.0567232, 6.10324
[Jumat_17-10-2025_00-25-38], 0.0349066, -0.098262, 6.08247
[Jumat_17-10-2025_00-25-38], 0.0338594, -0.111352, 6.08684
[Jumat_17-10-2025_00-25-39], 0.0371755, -0.113446, 6.09347
[Jumat_17-10-2025_00-25-39], 0.0371755, -0.108036, 6.09347
[Jumat_17-10-2025_00-25-40], 0.0621337, -0.18867, 6.20796
[Jumat_17-10-2025_00-25-40], 0.0315905, -0.182212, 0.210487
[Jumat_17-10-2025_00-25-41], -0.079587, -0.243299, 0.362156
[Jumat_17-10-2025_00-25-41], 0.282569, -0.17017, 0.387289
[Jumat_17-10-2025_00-25-42], 0.0523599, -0.250978, 0.248709
[Jumat_17-10-2025_00-25-42], 0.145037, -0.253073, 0.685042
[Jumat_17-10-2025_00-25-43], 0.0251327, -0.159349, 0.400379
[Jumat_17-10-2025_00-25-43], 0.0785398, -0.216072, 6.02575
[Jumat_17-10-2025_00-25-44], 0.0328122, -0.24103, 6.0891
[Jumat_17-10-2025_00-25-44], -0.0720821, -0.200713, 0.2803
[Jumat_17-10-2025_00-25-45], 0.197397, -0.262847, 0.250978
[Jumat_17-10-2025_00-25-45], 0.00645772, -0.161443, 0.173486
[Jumat_17-10-2025_00-25-46], 0.0174533, -0.115715, 0.182212
[Jumat_17-10-2025_00-25-46], 0.0382227, -0.179943, 0.222529
[Jumat_17-10-2025_00-25-47], 0.00436332, -0.315206, 0.18867
[Jumat_17-10-2025_00-25-47], 0.0284489, -0.179943, 5.85122
[Jumat_17-10-2025_00-25-48], 0.0228638, -0.255342, 5.68
[Jumat_17-10-2025_00-25-48], 0.0392699, -0.202982, 5.92208
[Jumat_17-10-2025_00-25-49], 0.0294961, -0.161443, 5.92208
[Jumat_17-10-2025_00-25-49], 0.0261799, -0.140674, 6.00393
[Jumat_17-10-2025_00-25-50], 0.0228638, -0.146259, 6.04861
[Jumat_17-10-2025_00-25-50], 0.0251327, -0.146259, 6.04983
[Jumat_17-10-2025_00-25-51], 0.0228638, -0.139626, 6.04983
[Jumat_17-10-2025_00-25-51], 0.0228638, -0.141895, 6.13815
[Jumat_17-10-2025_00-25-52], 0.0228638, -0.142942, 6.14251
[Jumat_17-10-2025_00-25-52], 0.0228638, -0.138579, 0.0195477
[Jumat_17-10-2025_00-25-53], 0.0207694, -0.11781, 0.125489
[Jumat_17-10-2025_00-25-53], 0.0207694, -0.105767, 0.225846
[Jumat_17-10-2025_00-25-54], 0.0228638, -0.0862193, 0.229162
[Jumat_17-10-2025_00-25-54], 0.0228638, -0.0589921, 0.172439
[Jumat_17-10-2025_00-25-55], 0.0218166, -0.0403171, 0.10472
[Jumat_17-10-2025_00-25-55], -0.00645772, -0.109083, 0.105767
[Jumat_17-10-2025_00-25-56], 0.0109956, -0.153764, 0.409105
[Jumat_17-10-2025_00-25-57], 0.0207694, -0.182212, 6.22437
