Time                        , Roll, Pitch, Yaw
[Jumat_17-10-2025_00-24-55], 0.0382227, -0.0294961, 0.00209439
[Jumat_17-10-2025_00-24-56], 0.0349066, -0.113446, 0.00645772
[Jumat_17-10-2025_00-24-56], 0.129853, -0.0938987, 0.00541052
[Jumat_17-10-2025_00-24-57], 0.0349066, -0.0818559, 0.0164061
[Jumat_17-10-2025_00-24-57], 0.068766, -0.115715, 6.22646
[Jumat_17-10-2025_00-24-58], 0.0218166, -0.113446, 6.23519
[Jumat_17-10-2025_00-24-58], -0.0349066, -0.141895, 6.24618
[Jumat_17-10-2025_00-24-59], 0.0371755, -0.118857, 6.19487
[Jumat_17-10-2025_00-24-59], 0.0534071, -0.0839503, 6.19382
[Jumat_17-10-2025_00-25-00], 0.0818559, -0.10472, 6.13274
[Jumat_17-10-2025_00-25-00], 0.00436332, -0.106989, 6.1577
[Jumat_17-10-2025_00-25-01], -0.0305433, -0.112399, 6.18614
[Jumat_17-10-2025_00-25-01], 0.0294961, -0.115715, 6.11738
[Jumat_17-10-2025_00-25-02], 0.0502655, -0.0916298, 6.11633
[Jumat_17-10-2025_00-25-02], 0.100356, -0.125489, 6.03116
[Jumat_17-10-2025_00-25-03], 0.0153589, -0.121126, 6.06502
[Jumat_17-10-2025_00-25-03], -0.0261799, -0.100356, 6.04216
[Jumat_17-10-2025_00-25-04], -0.0513127, -0.156032, 6.03448
[Jumat_17-10-2025_00-25-04], 0.0338594, -0.142942, 6.14461
[Jumat_17-10-2025_00-25-05], 0.0752237, -0.148353, 6.14024
[Jumat_17-10-2025_00-25-05], 0.0207694, -0.178896, 6.26573
[Jumat_17-10-2025_00-25-06], -0.0185005, -0.190939, 0.0272271
[Jumat_17-10-2025_00-25-06], 0.0164061, -0.178896, 0.0808087
[Jumat_17-10-2025_00-25-07], 0.0207694, -0.142942, 0.0708604
[Jumat_17-10-2025_00-25-07], 0.0272271, -0.106989, 0.0708604
[Jumat_17-10-2025_00-25-08], 0.0349066, -0.0808087, 0.0720821
[Jumat_17-10-2025_00-25-08], 0.0479966, -0.195302, 0.0577704
[Jumat_17-10-2025_00-25-09], 0.0502655, -0.10472, 0.0371755
[Jumat_17-10-2025_00-25-10], 0.0534071, -0.0315905, 0.0392699
[Jumat_17-10-2025_00-25-10], 0.0567232, -0.00436332, 0.0228638
[Jumat_17-10-2025_00-25-11], 0.0546288, -0.00767945, 0.0371755
[Jumat_17-10-2025_00-25-11], 0.0502655, -0.00872665, 0.0359538
[Jumat_17-10-2025_00-25-12], 0.0272271, 0.01309, 0.042586
[Jumat_17-10-2025_00-25-12], 0.0272271, -0.0185005, 0.0513127
[Jumat_17-10-2025_00-25-13], 0.0315905, -0.0195477, 0.0523599
[Jumat_17-10-2025_00-25-13], 0.0315905, -0.0195477, 0.0523599
[Jumat_17-10-2025_00-25-14], 0.0272271, -0.0109956, 0.0502655
[Jumat_17-10-2025_00-25-14], 0.0272271, -0.0251327, 0.0513127
[Jumat_17-10-2025_00-25-15], 0.0218166, -0.0185005, 0.0502655
[Jumat_17-10-2025_00-25-15], 0.023911, -0.0251327, 0.0502655
[Jumat_17-10-2025_00-25-16], 0.0218166, -0.0120428, 0.0502655
[Jumat_17-10-2025_00-25-16], 0.0272271, -0.0305433, 0.0534071
[Jumat_17-10-2025_00-25-17], 0.0272271, -0.0305433, 0.0534071
[Jumat_17-10-2025_00-25-17], 0.0272271, -0.0195477, 0.0523599
[Jumat_17-10-2025_00-25-18], 0.0261799, -0.0589921, 0.0546288
[Jumat_17-10-2025_00-25-18], 0.0272271, -0.111352, 0.0600393
[Jumat_17-10-2025_00-25-19], 0.0403171, -0.109083, 0.00209439
[Jumat_17-10-2025_00-25-19], 0.0621337, -0.109083, 0.0153589
[Jumat_17-10-2025_00-25-20], -0.00331613, -0.0959931, 0.0610865
[Jumat_17-10-2025_00-25-20], -0.0415388, -0.205076, 0.0479966
[Jumat_17-10-2025_00-25-21], 0.0153589, -0.068766, 6.27882
[Jumat_17-10-2025_00-25-21], 0.0862193, -0.13631, 6.20133
[Jumat_17-10-2025_00-25-22], 0.0872665, -0.150622, 6.22105
[Jumat_17-10-2025_00-25-22], 0.042586, -0.0959931, 6.22646
[Jumat_17-10-2025_00-25-23], -0.00209439, -0.210487, 6.27446
[Jumat_17-10-2025_00-25-23], 0.0621337, -0.15708, 6.17742
[Jumat_17-10-2025_00-25-24], 0.0905826, -0.0895354, 6.17637
[Jumat_17-10-2025_00-25-24], 0.0708604, -0.164759, 6.15455
[Jumat_17-10-2025_00-25-25], 0.0010472, -0.0818559, 6.1851
[Jumat_17-10-2025_00-25-25], -0.0502655, -0.100356, 6.22978
