Time                        , Roll, Pitch, Yaw
[Jumat_17-10-2025_00-15-56], 0.0371755, -0.0392699, 0.0185005
[Jumat_17-10-2025_00-15-56], 0.0349066, -0.116763, 0.0228638
[Jumat_17-10-2025_00-15-57], 0.0349066, -0.11781, 0.0228638
[Jumat_17-10-2025_00-15-57], 0.0349066, -0.11781, 0.0228638
[Jumat_17-10-2025_00-15-58], 0.0349066, -0.11781, 0.0228638
[Jumat_17-10-2025_00-15-58], 0.0349066, -0.11781, 0.0228638
[Jumat_17-10-2025_00-15-59], 0.0349066, -0.11781, 0.0228638
[Jumat_17-10-2025_00-15-59], 0.0349066, -0.11781, 0.0228638
[Jumat_17-10-2025_00-16-00], 0.0349066, -0.11781, 0.0228638
[Jumat_17-10-2025_00-16-00], 0.0349066, -0.118857, 0.023911
[Jumat_17-10-2025_00-16-01], 0.0349066, -0.131947, 0.0251327
[Jumat_17-10-2025_00-16-01], 0.0436332, -0.134216, 0.0251327
[Jumat_17-10-2025_00-16-02], 0.042586, -0.1309, 0.0251327
[Jumat_17-10-2025_00-16-02], 0.0490438, -0.128805, 0.0261799
[Jumat_17-10-2025_00-16-03], 0.0502655, -0.118857, 0.0251327
[Jumat_17-10-2025_00-16-03], 0.0479966, -0.0938987, 0.0251327
[Jumat_17-10-2025_00-16-04], 0.0469494, -0.0708604, 0.0251327
[Jumat_17-10-2025_00-16-04], 0.0446804, -0.0490438, 0.023911
[Jumat_17-10-2025_00-16-05], 0.0436332, -0.0338594, 0.023911
[Jumat_17-10-2025_00-16-06], 0.0436332, -0.0338594, 0.023911
[Jumat_17-10-2025_00-16-06], 0.0436332, -0.0359538, 0.0251327
[Jumat_17-10-2025_00-16-07], 0.0446804, -0.0284489, 0.0228638
[Jumat_17-10-2025_00-16-07], 0.0403171, -0.0523599, 0.0261799
[Jumat_17-10-2025_00-16-08], 0.0371755, -0.116763, 0.0294961
[Jumat_17-10-2025_00-16-08], 0.0371755, -0.116763, 0.0294961
[Jumat_17-10-2025_00-16-09], 0.0371755, -0.116763, 0.0294961
[Jumat_17-10-2025_00-16-09], 0.0371755, -0.116763, 0.0294961
[Jumat_17-10-2025_00-16-10], 0.0371755, -0.116763, 0.0294961
[Jumat_17-10-2025_00-16-10], 0.0371755, -0.116763, 0.0294961
[Jumat_17-10-2025_00-16-11], 0.0371755, -0.116763, 0.0294961
[Jumat_17-10-2025_00-16-11], 0.0338594, -0.122173, 0.0294961
[Jumat_17-10-2025_00-16-12], 0.0338594, -0.120079, 0.0294961
[Jumat_17-10-2025_00-16-12], 0.0338594, -0.118857, 0.0305433
[Jumat_17-10-2025_00-16-13], 0.0349066, -0.120079, 0.0315905
[Jumat_17-10-2025_00-16-13], 0.0382227, -0.108036, 0.0328122
[Jumat_17-10-2025_00-16-14], 0.0382227, -0.0883137, 0.0328122
[Jumat_17-10-2025_00-16-14], 0.0382227, -0.0577704, 0.0315905
