Time                        , raw_gyro_x_, raw_gyro_y_, raw_gyro_z_
[Kamis_16-10-2025_02-43-21], -0.0119064, 1.06856e-06, -0.000520222
[Kamis_16-10-2025_02-43-22], 0.00992194, -0.539619, 0.00640601
[Kamis_16-10-2025_02-43-22], 0.00113039, 0.0941874, -0.00859949
[Kamis_16-10-2025_02-43-23], 0.0150864, -0.0125683, -0.00610579
[Kamis_16-10-2025_02-43-23], -0.00831769, -0.000257357, -0.00367934
[Kamis_16-10-2025_02-43-24], 0.000375239, 0.00176863, 0.00062464
[Kamis_16-10-2025_02-43-24], 0.00163465, 0.0058701, 0.000244917
[Kamis_16-10-2025_02-43-25], 3.83835e-07, -1.70999e-05, -0.000612618
[Kamis_16-10-2025_02-43-25], 5.03941e-06, 4.76745e-05, -6.27393e-10
[Kamis_16-10-2025_02-43-26], 1.23924e-11, 1.80941e-07, -3.97393e-24
[Kamis_16-10-2025_02-43-26], 7.84941e-26, 5.97654e-08, -2.5171e-38
[Kamis_16-10-2025_02-43-27], 4.97184e-40, 3.33372e-07, -0.00170276
[Kamis_16-10-2025_02-43-27], 5.24863e-54, 3.51931e-21, -1.79756e-17
